date,facility_id,resource_id,quantity_consumed
2025-01-02,FAC005,RES009,90
2025-01-02,FAC005,RES010,33
2025-01-02,FAC005,RES011,62
2025-01-02,FAC005,RES012,19
2025-01-02,FAC005,RES013,28
2025-01-02,FAC005,RES014,75
2025-01-02,FAC005,RES015,94
2025-01-02,FAC005,RES016,81
2025-01-02,FAC005,RES017,54
2025-01-02,FAC005,RES018,16
2025-01-02,FAC005,RES019,25
2025-01-02,FAC005,RES020,157
2025-01-02,FAC005,RES021,10
2025-01-02,FAC005,RES022,5
2025-01-02,FAC005,RES023,33
2025-01-02,FAC005,RES024,58
2025-01-02,FAC005,RES025,17
2025-01-02,FAC006,RES001,90
2025-01-02,FAC006,RES002,44
2025-01-02,FAC006,RES003,53
2025-01-02,FAC006,RES004,147
2025-01-02,FAC006,RES005,92
2025-01-02,FAC006,RES006,47
2025-01-02,FAC006,RES007,34
2025-01-02,FAC006,RES008,12
2025-01-02,FAC006,RES009,151
2025-01-02,FAC006,RES010,27
2025-01-02,FAC006,RES011,46
2025-01-02,FAC006,RES012,23
2025-01-02,FAC006,RES013,46
2025-01-02,FAC006,RES014,78
2025-01-02,FAC006,RES015,81
2025-01-02,FAC006,RES016,91
2025-01-02,FAC006,RES017,65
2025-01-02,FAC006,RES018,17
2025-01-02,FAC006,RES019,19
2025-01-02,FAC006,RES020,131
2025-01-02,FAC006,RES021,7
2025-01-02,FAC006,RES022,2
2025-01-02,FAC006,RES023,52
2025-01-02,FAC006,RES024,54
2025-01-02,FAC006,RES025,22
2025-01-02,FAC007,RES001,91
2025-01-02,FAC007,RES002,43
2025-01-02,FAC007,RES003,34
2025-01-02,FAC007,RES004,135
2025-01-02,FAC007,RES005,98
2025-01-02,FAC007,RES006,28
2025-01-02,FAC007,RES007,28
2025-01-02,FAC007,RES008,19
2025-01-02,FAC007,RES009,93
2025-01-02,FAC007,RES010,32
2025-01-02,FAC007,RES011,76
2025-01-02,FAC007,RES012,19
2025-01-02,FAC007,RES013,35
2025-01-02,FAC007,RES014,76
2025-01-02,FAC007,RES015,114
2025-01-02,FAC007,RES016,56
2025-01-02,FAC007,RES017,61
2025-01-02,FAC007,RES018,15
2025-01-02,FAC007,RES019,19
2025-01-02,FAC007,RES020,124
2025-01-02,FAC007,RES021,8
2025-01-02,FAC007,RES022,6
2025-01-02,FAC007,RES023,41
2025-01-02,FAC007,RES024,35
2025-01-02,FAC007,RES025,22
2025-01-02,FAC008,RES001,129
2025-01-02,FAC008,RES002,69
2025-01-02,FAC008,RES003,54
2025-01-02,FAC008,RES004,194
2025-01-02,FAC008,RES005,122
2025-01-02,FAC008,RES006,46
2025-01-02,FAC008,RES007,37
2025-01-02,FAC008,RES008,26
2025-01-02,FAC008,RES009,127
2025-01-02,FAC008,RES010,42
2025-01-02,FAC008,RES011,99
2025-01-02,FAC008,RES012,34
2025-01-02,FAC008,RES013,57
2025-01-02,FAC008,RES014,78
2025-01-02,FAC008,RES015,87
2025-01-02,FAC008,RES016,138
2025-01-02,FAC008,RES017,70
2025-01-02,FAC008,RES018,25
2025-01-02,FAC008,RES019,38
2025-01-02,FAC008,RES020,153
2025-01-02,FAC008,RES021,20
2025-01-02,FAC008,RES022,4
2025-01-02,FAC008,RES023,62
2025-01-02,FAC008,RES024,59
2025-01-02,FAC008,RES025,27
2025-01-02,FAC009,RES001,114
2025-01-02,FAC009,RES002,42
2025-01-02,FAC009,RES003,56
2025-01-02,FAC009,RES004,107
2025-01-02,FAC009,RES005,139
2025-01-02,FAC009,RES006,35
2025-01-02,FAC009,RES007,35
2025-01-02,FAC009,RES008,25
2025-01-02,FAC009,RES009,117
2025-01-02,FAC009,RES010,38
2025-01-02,FAC009,RES011,61
2025-01-02,FAC009,RES012,35
2025-01-02,FAC009,RES013,40
2025-01-02,FAC009,RES014,88
2025-01-02,FAC009,RES015,137
2025-01-02,FAC009,RES016,131
2025-01-02,FAC009,RES017,66
2025-01-02,FAC009,RES018,22
2025-01-02,FAC009,RES019,32
2025-01-02,FAC009,RES020,161
2025-01-02,FAC009,RES021,18
2025-01-02,FAC009,RES022,2
2025-01-02,FAC009,RES023,55
2025-01-02,FAC009,RES024,36
2025-01-02,FAC009,RES025,23
2025-01-02,FAC010,RES001,115
2025-01-02,FAC010,RES002,49
2025-01-02,FAC010,RES003,57
2025-01-02,FAC010,RES004,186
2025-01-02,FAC010,RES005,110
2025-01-02,FAC010,RES006,35
2025-01-02,FAC010,RES007,36
2025-01-02,FAC010,RES008,24
2025-01-02,FAC010,RES009,123
2025-01-02,FAC010,RES010,47
2025-01-02,FAC010,RES011,47
2025-01-02,FAC010,RES012,38
2025-01-02,FAC010,RES013,43
2025-01-02,FAC010,RES014,72
2025-01-02,FAC010,RES015,128
2025-01-02,FAC010,RES016,100
2025-01-02,FAC010,RES017,63
2025-01-02,FAC010,RES018,16
2025-01-02,FAC010,RES019,21
2025-01-02,FAC010,RES020,136
2025-01-02,FAC010,RES021,11
2025-01-02,FAC010,RES022,5
2025-01-02,FAC010,RES023,80
2025-01-02,FAC010,RES024,50
2025-01-02,FAC010,RES025,28
2025-01-02,FAC011,RES001,97
2025-01-02,FAC011,RES002,52
2025-01-02,FAC011,RES003,48
2025-01-02,FAC011,RES004,134
2025-01-02,FAC011,RES005,93
2025-01-02,FAC011,RES006,47
2025-01-02,FAC011,RES007,22
2025-01-02,FAC011,RES008,28
2025-01-02,FAC011,RES009,105
2025-01-02,FAC011,RES010,31
2025-01-02,FAC011,RES011,59
2025-01-02,FAC011,RES012,25
2025-01-02,FAC011,RES013,30
2025-01-02,FAC011,RES014,46
2025-01-02,FAC011,RES015,115
2025-01-02,FAC011,RES016,119
2025-01-02,FAC011,RES017,44
2025-01-02,FAC011,RES018,20
2025-01-02,FAC011,RES019,26
2025-01-02,FAC011,RES020,109
2025-01-02,FAC011,RES021,16
2025-01-02,FAC011,RES022,7
2025-01-02,FAC011,RES023,47
2025-01-02,FAC011,RES024,45
2025-01-02,FAC011,RES025,25
